,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
b4,999960.4991812026,-1522779.0344446688,412789.1467026732,764781.5006213636,1270842.264439766,53244.51949531297,-13154.317312750816,750.9961352483718,7368.568824054807,175863.18707321872,464887.85297698097,169496.80056929647,9641.41874747622,899.5485986078312,128.89856074248556,10.947896916328403,4.432749258397447,-2.86706664135191,-1.7353536486880823,-4.389253370913251
b5,945308.6899608707,-1397162.0864237677,375523.2512909631,684260.3888513063,1216587.9860765338,53521.13609261279,-12087.660850980687,91.75619089098137,1032.08427255083,7961.468481850141,169496.80056929647,409655.0583934856,160485.74225751005,7773.263502082653,861.4988839535498,90.46030584194584,8.63251628696662,17.030005147974634,-19.717024045914727,21.071315905440464
b6,929534.4439131801,-1342306.7073568015,357415.69210299803,641248.570469847,1226508.2690730565,56899.41952110584,-11625.745324006242,59.563504966384585,78.3844806665164,1040.5773679273086,9641.41874747622,160485.74225751005,404714.0769336611,144885.20475454157,9912.985230470575,601.0778202284388,59.72536703883366,38.966734280710625,-52.42411408074476,41.54127146285208
b7,774624.1180486901,-1096612.7805747713,289025.8252041156,511178.7159766141,1058296.257592728,51899.29420000658,-9504.484186477837,13.69713713581771,28.619728166698362,92.16489213147169,899.5485986078312,7773.263502082653,144885.20475454157,318939.9987773952,128530.65794880364,4013.8870005423123,249.51314394565955,37.644564918705605,-46.04048383837025,44.72042899102131
b8,813479.2363401693,-1128679.8726107653,293599.0163692615,511829.07971530437,1171344.789133758,61290.97267621721,-9784.48895190436,9.560569915019936,6.853545386766926,15.457259681287626,128.89856074248556,861.4988839535498,9912.985230470575,128530.65794880364,396705.042734848,103134.09410145934,2177.153984553869,43.15482313914677,-13.390633738613188,64.8698821507521
b9,678930.8655105293,-916733.3582201657,233555.98281689832,400752.91302581946,1072050.6850014075,61169.155223344445,-7940.921979070863,0.3926839766652408,0.8658850748022476,5.179260405213259,10.947896916328403,90.46030584194584,601.0778202284388,4013.8870005423123,103134.09410145934,393666.26251680637,54537.66494217769,-67.5792507656601,-40.63817558565944,-127.84254097110696
b10,401179.1205168201,-510275.43497378903,124823.38129074278,212353.5172269147,764702.1798203972,49610.47806779648,-4401.422324238258,2.394822270212604,1.26875556394498,0.43632273061198346,4.432749258397447,8.63251628696662,59.72536703883366,249.51314394565955,2177.153984553869,54537.66494217769,304427.55729791673,-273.19677616612773,-160.89440884519698,-479.0060537305258
AIA,15938.003891239301,-316.1073675532127,62.22331548689499,94.2246201531032,1134.0612164213303,17.229348184060548,-7.9041383387832855,1.4063995456375398,-18.640164553591585,7.159174773789622,-2.86706664135191,17.030005147974634,38.966734280710625,37.644564918705605,43.15482313914677,-67.5792507656601,-273.19677616612773,2738.3291179134617,651.5878734172987,4461.129939167306
betaIA,5504.510122301643,-570.6326518099663,162.3601445899799,301.29987882879425,811.6848624550711,-41.96272429555138,-6.481283058345828,-5.588388233458198,35.27719295912368,-1.7748465377640017,-1.7353536486880823,-19.717024045914727,-52.42411408074476,-46.04048383837025,-13.390633738613188,-40.63817558565944,-160.89440884519698,651.5878734172987,1023.9870874282573,1381.6565647375392
etaIA,26614.300400034776,-704.1038989008329,157.6659113741259,259.6868579556518,2055.9941058694526,10.801167139923173,-14.632464923913698,0.021791624323507845,-16.064286705347964,6.947982237617155,-4.389253370913251,21.071315905440464,41.54127146285208,44.72042899102131,64.8698821507521,-127.84254097110696,-479.0060537305258,4461.129939167306,1381.6565647375392,7387.346140577822
