,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
b4,682501.3508622098,-1345843.2788986429,327593.08209732303,359844.7800787975,3507729.4409424164,82614.44675961531,-10599.404157156434,280.39608920072567,120939.3936611105,-1092499.863542037,3421188.932940447,-1062067.309275567,116921.45710668222,3015.3701469324296,65.39120354299963,8.194169238871742,0.9736755718832233,-172.40282072579936,257.39616850435294,-142.81175107353394
b5,695139.9519395074,-1241170.6036974366,294721.1588794335,272162.6350221829,3097151.3628755216,76948.33660375554,-9831.837559154017,263.830605748407,-366.2318272143784,141574.73283137562,-1062067.309275567,3020498.5726910387,-898621.2602974216,89451.76708969299,1020.6185696889274,54.40309596944922,1.0798951134641364,78.48189296755076,-65.73032200334751,111.4213067620554
b6,718392.6100595145,-1172814.0799688678,274262.4643211577,211854.79746940956,2796777.5260757497,72611.47559843441,-9324.06143455446,189.84845509830865,86.98133380397377,2712.986703916914,116921.45710668222,-898621.2602974216,2525297.2737836707,-671207.2571311529,58870.456415381945,-218.59321751304637,13.471302809004953,42.40896790112946,7.218334075871616,77.0137884983759
b7,732346.2223756437,-1125620.9857417499,260728.0414479669,166965.99720206397,2566142.8677654006,69072.01249625393,-8975.029756813165,69.76112612298272,39.70698643811979,82.88341348422003,3015.3701469324296,89451.76708969299,-671207.2571311529,1997184.5707728262,-422421.9635475993,26405.823441004883,-31.043514259144548,127.61781198025466,12.094646066555335,203.9443066144482
b8,744129.990585322,-1082683.6329199264,249082.77561306683,128529.84028867984,2365946.6958328476,66264.29036097504,-8646.67760646019,26.878212949756136,10.670108310775095,24.580513997479464,65.39120354299963,1020.6185696889274,58870.456415381945,-422421.9635475993,1482579.2838138721,-192800.3659681058,4385.77544405915,170.31648404469138,87.09529444097545,281.1669525630324
b9,723837.3170109658,-999698.8933762832,229233.87088273786,90898.60787835112,2098679.3508495586,61350.27529176299,-7989.862270111056,3.55864009614427,0.7120213036536671,2.708320097731215,8.194169238871742,54.40309596944922,-218.59321751304637,26405.823441004883,-192800.3659681058,1032151.7518227848,-41554.79349700264,55.00236207019851,302.98349759508994,190.69215191436496
b10,459890.25476045423,-585728.6369332965,132919.9400130244,28725.15619310717,1279176.1358542244,40266.79433752995,-4603.148986226038,4.582933885460194,0.8364807825126883,1.0479258223745676,0.9736755718832233,1.0798951134641364,13.471302809004953,-31.043514259144548,4385.77544405915,-41554.79349700264,520568.91752456245,-665.2906356962054,-367.95624297687,-1159.057329185301
AIA,16577.389296249952,383.0655385481576,-213.88871170852207,-843.5217397395171,232.96320414051306,42.684435336043705,4.127474892528262,244.66120316443454,-98.02806257310884,335.0912806471446,-172.40282072579936,78.48189296755076,42.40896790112946,127.61781198025466,170.31648404469138,55.00236207019851,-665.2906356962054,3391.19450193834,547.5772301081604,5425.973958516167
betaIA,9579.344841063157,-1697.2908629353797,527.8941418538756,1127.0152100699775,3151.31324894356,62.717518581349054,-13.1418279027393,-633.3005528989263,289.98313868223704,-443.8389890901047,257.39616850435294,-65.73032200334751,7.218334075871616,12.094646066555335,87.09529444097545,302.98349759508994,-367.95624297687,547.5772301081604,1403.4021818144724,1364.2555279721746
etaIA,29135.408228398224,-55.03557022408094,-128.37206127771455,-868.5351328381486,1562.667644684007,89.68258250407175,1.3643088933463878,160.79124364425454,-60.499036117043985,321.29066810228346,-142.81175107353394,111.4213067620554,77.0137884983759,203.9443066144482,281.1669525630324,190.69215191436496,-1159.057329185301,5425.973958516167,1364.2555279721746,8865.377615429996
